Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
pxsdohstartts,px_sdoh_combined_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX SDOH Survey Started Timestamp <span style=""font-weight: normal;"">(from REDCap)</span></span></p></div>",,,,,,,,,LV,,,," @HIDDEN-SURVEY @CALCTEXT(if([survey-time-started:px_sdoh_combined_survey]<> '', [survey-time-completed:px_sdoh_combined_survey],''))"
pxsdohcmpts,px_sdoh_combined_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX SDOH Survey Completed Timestamp <span style=""font-weight: normal;"">(from REDCap)</span></span></p></div>",,,,,,,,,LV,,,," @HIDDEN-SURVEY @CALCTEXT(if([survey-time-completed:px_sdoh_combined_survey]<> '', [survey-time-completed:px_sdoh_combined_survey],''))"
px270201_metadata,px_sdoh_combined_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX English Proficiency MetaData</span></p></div>",,,,,,,,,LV,,,," @HIDDEN @SETVALUE='self-administered questionnaire, modified by adding  questions pxep1 and pxep2'"
px011002_metadata,px_sdoh_combined_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Education Attainment MetaData</span></p></div>",,,,,,,,,LV,,,, @HIDDEN @SETVALUE='Interviewer-administered questionnaire'
px280301_metadata,px_sdoh_combined_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Job Security MetaDataÿ</span></p></div>",,,,,,,,,LV,,,, @HIDDEN @SETVALUE='Interviewer-administered questionnaire'
px281401_metadata,px_sdoh_combined_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Housing Insecurity MetaDataÿ</span></p></div>",,,,,,,,,LV,,,, @HIDDEN @SETVALUE='Interviewer-administered questionnaire'
px280801_metadata,px_sdoh_combined_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Prescriptions Affordability MetaDataÿ</span></p></div>",,,,,,,,,LV,,,, @HIDDEN @SETVALUE='Interviewer-administered questionnaire'
px11502_metadata,px_sdoh_combined_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Health Insurance MetaData</span></p></div>",,,,,,,,,LV,,,," @HIDDEN @SETVALUE='Interviewer-administered questionnaire, raw value for not covered option modified from 2 to 0 and not sure option from 3 to 999'"
px270101_metadata,px_sdoh_combined_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Health Care Access MetaData</span></p></div>",,,,,,,,,LV,,,," @HIDDEN @SETVALUE='Interviewer-administered questionnaire, raw value for no option modified from 2 to 0'"
px280901_metadata,px_sdoh_combined_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Healthcare Discrimination MetaData</span></p></div>",,,,,,,,,LV,,,, @HIDDEN @SETVALUE='Self-administered questionnaire'
pxsficmpdat,px_food_insecurity_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Food Insecurity survey date</span></p></div>",,,date_mdy,,,,,,LV,,,, @TODAY @HIDDEN-SURVEY
pxfi_crcid,px_food_insecurity_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> Interviewer code</span></p></div>",,,,,,,[survey-time-completed:px_food_insecurity_survey] = '',,LV,,,, @HIDDEN-SURVEY
pxfi_nd,px_food_insecurity_survey,,checkbox,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-comment-slash"">ÿ</i> No participant response</span></p></div>","999, Recruitment survey not done",,,,,,[survey-time-completed:px_food_insecurity_survey] = '',,LV,,,, @HIDDEN-SURVEY
pxfiinstr,px_food_insecurity_survey,,descriptive,"<div class=""rich-text-field-label""><div class=""alert alert-dark mt-0 mb-0"" role=""alert""> <p class=""mt-2""><span style=""font-weight: normal;"">Please read the following two statements that people have made about their food situation. Then, indicate whether the statement was OFTEN, SOMETIMES, or NEVER true for you or you and the other members of your household in the last 12 months.</span></p> </div></div>",,,,,,,,,,,,,PX270301
pxfi1,px_food_insecurity_survey,,radio,"The first statement is, ""The food that (I/we) bought just didn't last, and (I/we) didn't have money to get more."" Was that often, sometimes, or never true for (you/your household) in the last 12 months?","1, Often true | 2, Sometimes true | 0, Never true | 555, Don't know | 777, Prefer not to say",,,,,,,y,LV,,,,PX270301
pxfi2,px_food_insecurity_survey,,radio,"""(I/we) couldn't afford to eat balanced meals."" Was that often, sometimes, or never true for (you/your household) in the last 12 months?","1, Often true | 2, Sometimes true | 0, Never true | 555, Don't know | 777, Prefer not to say",,,,,,,y,LV,,,,PX270301
pxfi3,px_food_insecurity_survey,,radio,"In the last year, did you and/or other adults in your household ever cut the size of your meals or skip meals because there wasn't enough money for food?","1, Yes | 0, No | 555, Don't know | 777, Prefer not to say",,,,,,,y,LV,,,,PX270301
food_insecurity_change_diet_frequency,px_food_insecurity_survey,,radio,"How often did this happen - almost every month, some months but not every month, or in only 1 or 2 months?","1, Almost every month | 2, Some months but not every month | 3, Only 1 or 2 months | 555, Don't know | 777, Prefer not to say",,,,,,[pxfi3] = '1',y,LV,,,,PX270301
pxfi4,px_food_insecurity_survey,,radio,"In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money to buy food?","1, Yes | 0, No | 555, Don't know | 777, Prefer not to say",,,,,,,y,LV,,,,PX270301
pxfi5,px_food_insecurity_survey,,radio,"In the last 12 months, were you ever hungry but didn't eat because you couldn't afford enough food?","1, Yes | 0, No | 555, Don't know | 777, Prefer not to say",,,,,,,y,LV,,,,PX270301
survey_timestamp_hdr_13,px_food_insecurity_survey,,descriptive,"<div class=""rich-text-field-label""><div class=""alert alert-secondary mb-0"" style=""padding-top: 0 !important; padding-bottom: 0 !important;"" role=""alert""> <h6 class=""mt-2""><i class=""fas fa-clock"">ÿ</i> <strong>REDCap Survey Timestamps</strong></h6> </div></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
pxfistartts,px_food_insecurity_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Food Insecurity Survey Started Timestamp <span style=""font-weight: normal;"">(from REDCap)</span></span></p></div>",,,,,,,,,LV,,,," @HIDDEN-SURVEY @CALCTEXT(if([survey-time-started:px_food_insecurity_survey]<> '', [survey-time-completed:px_food_insecurity_survey],''))"
pxsficmpts,px_food_insecurity_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Food Insecurity Survey Completed Timestamp <span style=""font-weight: normal;"">(from REDCap)</span></span></p></div>",,,,,,,,,LV,,,," @HIDDEN-SURVEY @CALCTEXT(if([survey-time-completed:px_food_insecurity_survey]<> '', [survey-time-completed:px_food_insecurity_survey],''))"
px270301_metadata,px_food_insecurity_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX MetaData</span></p></div>",,,,,,,,,LV,,,," @HIDDEN @SETVALUE='interviewer-administered questionnaire, raw value for never true option modified from 3 to 0'"
pxnecmpdat,px_neighborhood_environment_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> PhenX Neighborhood Enviroment survey date</span></p></div>",,,date_mdy,,,,,,LV,,,, @TODAY @HIDDEN-SURVEY
pxne_crcid,px_neighborhood_environment_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> Interviewer code</span></p></div>",,,,,,,[survey-time-completed:px_neighborhood_environment_survey] = '',,LV,,,, @HIDDEN-SURVEY
pxne_nd,px_neighborhood_environment_survey,,checkbox,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-comment-slash"">ÿ</i> No participant response</span></p></div>","999, Recruitment survey not done",,,,,,[survey-time-completed:px_neighborhood_environment_survey] = '',,LV,,,, @HIDDEN-SURVEY
pxneinstr,px_neighborhood_environment_survey,,descriptive,"<div class=""rich-text-field-label""><div class=""alert alert-dark mb-0"" style=""padding-top: 0 !important;"" role=""alert""> <p class=""mt-3""><span style=""font-weight: normal;"">Think about the different facilities in and around your neighborhood. By this we mean the area ALL around your home that you could walk to in 10-15 minutes.</span></p> </div></div>",,,,,,,,,,,,,PX291201
pxne1,px_neighborhood_environment_survey,,radio,What is the main type of housing in your neighborhood?,"1, Detached single-family housing | 2, Townhouses, row houses, apartments, or condos of 2-3 stories | 3, Mix of single-family residences and townhouses, row houses, apartments or condos | 4, Apartments or condos of 4-12 stories | 5, Apartments or condos of more than 12 stories | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne2,px_neighborhood_environment_survey,,radio,"Many shops, stores, markets or other places to buy things I need are within easy walking distance of my home. Would you say that you...","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne3,px_neighborhood_environment_survey,,radio,"It is within a 10-15 minute walk to a transit stop (such as bus, train, trolley, or tram) from my home. Would you say that you...","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne4,px_neighborhood_environment_survey,,radio,There are sidewalks on most of the streets in my neighborhood. Would you say that you...,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 88, Does not apply to my neighborhood | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne5,px_neighborhood_environment_survey,,radio,"There are facilities to bicycle in or near my neighborhood, such as special lanes, separate paths or trails, shared use paths for cycles and pedestrians. Would you say that you...","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 88, Does not apply to my neighborhood | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne6,px_neighborhood_environment_survey,,radio,"My neighborhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc. Would you say that you...","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne7,px_neighborhood_environment_survey,,radio,The crime rate in my neighborhood makes it unsafe to go on walks at night. Would you say that you...,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne8,px_neighborhood_environment_survey,,radio,There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 88, There are no streets or roads in my neighborhood | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne9,px_neighborhood_environment_survey,,radio,"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne10,px_neighborhood_environment_survey,,radio,There are many interesting things to look at while walking in my neighborhood. Would you say you...,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne11,px_neighborhood_environment_survey,,dropdown,"<div class=""rich-text-field-label""><p>How many motor vehicles in <span style=""text-decoration: underline;"">working order </span>(e.g., cars, trucks, motorcycles) are there at your household?</p></div>","0, None | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 or more | 555, Don't know / unsure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne12,px_neighborhood_environment_survey,,radio,There are many four-way intersections in my neighborhood. Would you say that you...,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 88, There are no streets or roads in my neighborhood | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne13,px_neighborhood_environment_survey,,radio,"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne14,px_neighborhood_environment_survey,,radio,Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne15,px_neighborhood_environment_survey,,radio,There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne16,px_neighborhood_environment_survey,,radio,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
pxne17,px_neighborhood_environment_survey,,radio,There are many places to go within easy walking distance of my home. Would you say that you...,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say",,,,,,,y,LV,,,,PX291201
