Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,temp_Question_or_Answer,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_CONCEPT_CODE,TARGET_STANDARD_CONCEPT,PREDICATE_ID,CONFIDENCE,MODIFIER,value_as_concept_id,qualifier_concept_id,qualifier_source_value
Yes,protected,current_medications,dropdown,cmdosfrq,3025,Answer,PRN,cmdosfrq_PRN,As Needed,45881909,,As needed,Meas Value,LOINC,Answer,LA14060-0,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosfrq,3026,Answer,QD,cmdosfrq_QD,Daily,45885250,,1 time per day,Meas Value,LOINC,Answer,LA13827-3,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosfrq,3027,Answer,BID,cmdosfrq_BID,Twice Daily,45883167,,2 times per day,Meas Value,LOINC,Answer,LA13840-6,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosfrq,3028,Answer,TID,cmdosfrq_TID,Three Times Daily,45883169,,3 times per day,Meas Value,LOINC,Answer,LA13851-3,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosfrq,3029,Answer,QID,cmdosfrq_QID,Four times daily,45882529,,4 times per day,Meas Value,LOINC,Answer,LA13854-7,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosfrq,3030,Answer,QOD,cmdosfrq_QOD,Every Other Day,21499397,,Every other day,Meas Value,LOINC,Answer,LA24997-1,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosfrq,3031,Answer,QW,cmdosfrq_QW,Weekly,45877713,,Weekly,Meas Value,LOINC,Answer,LA18891-4,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosfrq,3032,Answer,QM,cmdosfrq_QM,Monthly,45879060,,Monthly,Meas Value,LOINC,Answer,LA18876-5,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosfrq,3033,Answer,UNK,cmdosfrq_UNK,Unknown,45877986,,Unknown,Meas Value,LOINC,Answer,LA4489-6,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosfrq,3034,Answer,888,cmdosfrq_888,Other,45878142,,Other,Meas Value,LOINC,Answer,LA46-8,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,,1471,Question,cmroute,,"How is it taken? (ex. oral, cream, injection, etc.)",44786711,,Dose form - RxNorm RXCUI of Medication,Measurement,LOINC,Clinical Observation,74054-8,S,skos:closeMatch,0.75,,,,
Yes,protected,current_medications,text,,1473,Question,cmdos,,Amount taken (Dose),4162374,,Drug dose,Observation,SNOMED,Clinical Finding,398232005,S,skos:closeMatch,1,,,,
Yes,protected,current_medications,dropdown,,1475,Question,cmdosfrq,,Frequency taken or applied:,4126015,,Frequency,Observation,SNOMED,Attribute,260864003,S,skos:closeMatch,1,,,,
Yes,open-source,bcva,text,,1499,Question,viaodsph,,OD - Autorefractor - Sphere,3000744,,Right eye Sphere Autorefractor.auto,Measurement,LOINC,Clinical Observation,28687-2,S,skos:closeMatch,1,,,,
Yes,open-source,bcva,text,,1500,Question,viaodcyl,,OD - Autorefractor - Cylinder,3033346,,Right eye Cylinder Autorefractor.auto,Measurement,LOINC,Clinical Observation,28688-0,S,skos:closeMatch,1,,,,
Yes,open-source,bcva,text,,1501,Question,viaodaxi,,OD - Autorefractor - Axis,3034190,,Right eye Axis Autorefractor.auto,Measurement,LOINC,Clinical Observation,28689-8,S,skos:closeMatch,1,,,,
Yes,open-source,bcva,text,,1502,Question,viaossph,,OS - Autorefractor - Sphere,3003500,,Left eye Sphere Autorefractor.auto,Measurement,LOINC,Clinical Observation,28691-4,S,skos:closeMatch,1,,,,
Yes,open-source,bcva,text,,1503,Question,viaoscyl,,OS - Autorefractor - Cylinder,3002343,,Left eye Cylinder Autorefractor.auto,Measurement,LOINC,Clinical Observation,28692-2,S,skos:closeMatch,1,,,,
Yes,open-source,bcva,text,,1504,Question,viaosaxi,,OS - Autorefractor - Axis,3001254,,Left eye Axis Autorefractor.auto,Measurement,LOINC,Clinical Observation,28693-0,S,skos:closeMatch,1,,,,
Yes,open-source,bcva,radio,viaomthd,3036,Answer,2,viaomthd_2,ETDRS,4268147,,ETDRS visual acuity chart,Device,SNOMED,Physical Object,400914004,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,radio,,1197,Question,ces1,,I was bothered by things that usually don't bother me,1761605,,Bothered by things that are not usually bothersome,Observation,LOINC,Survey,100767-3,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,radio,,1198,Question,ces2,,I had trouble keeping my mind on what I was doing,1761791,,Trouble focusing,Observation,LOINC,Survey,100771-5,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,radio,,1199,Question,ces3,,I felt depressed,1761895,,Feeling depressed,Observation,LOINC,Survey,100772-3,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,radio,,1200,Question,ces4,,I felt that everything I did was an effort,1761503,,Feeling everything is too much of an effort,Observation,LOINC,Survey,100773-1,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,radio,,1201,Question,ces5,,I felt hopeful about the future,1761675,,Feeling hopeful about the future,Observation,LOINC,Survey,100774-9,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,radio,,1202,Question,ces6,,I felt fearful,1761739,,Feeling fearful,Observation,LOINC,Survey,100776-4,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,radio,,1203,Question,ces7,,My sleep was restless,1761695,,Restless sleep,Observation,LOINC,Survey,100777-2,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,radio,,1204,Question,ces8,,I was happy,1761700,,Feeling happy,Observation,LOINC,Survey,100778-0,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,radio,,1205,Question,ces9,,I felt lonely,1761319,,Feeling lonely,Observation,LOINC,Survey,100780-6,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,radio,,1206,Question,ces10,,"I could not ""get going""",1761073,,Lack of energy,Observation,LOINC,Survey,100786-3,S,skos:exactMatch,1,,,,
Yes,open-source,cesd10_survey,calc,,1207,Question,cestl,,CESD-10 Score,1761347,,Total Score CES-D,Observation,LOINC,Survey,100787-1,S,skos:exactMatch,1,,,,
Yes,open-source,consent_survey,checkbox,,1074,Question,c184390,,Paper consent obtained,3018196,,Informed consent obtained,Observation,LOINC,Clinical Observation,19826-7,S,skos:closeMatch,1,,,,
Yes,open-source,demographics_survey,text,,1111,Question,brthyy,,Year (e.g. 1967),4078999,,Calendar year,Meas Value,SNOMED,Qualifier Value,277267003,S,skos:closeMatch,1,,,,
Yes,open-source,demographics_survey,text,,1112,Question,cage,,Age (in years),4265453,,Age,Meas Value,SNOMED,Qualifier Value,397669002,S,skos:exactMatch,1,,,,
Yes,open-source,demographics_survey,radio,,1113,Question,cl_maristat,,Marital Status,4053609,,Marital status,Observation,SNOMED,Observable Entity,125680007,S,skos:exactMatch,1,,,,
Yes,open-source,demographics_survey,radio,cl_maristat,1881,Answer,C51773,cl_maristat_C51773,Married,45876756,,Married,Meas Value,LOINC,Answer,LA48-4,S,skos:exactMatch,1,,,,
Yes,open-source,demographics_survey,radio,cl_maristat,1882,Answer,C51774,cl_maristat_C51774,Single,45879879,,Single,Meas Value,LOINC,Answer,LA17717-2,S,skos:exactMatch,1,,,,
Yes,open-source,demographics_survey,radio,cl_maristat,1883,Answer,C51776,cl_maristat_C51776,Divorced,45883375,,Divorced,Meas Value,LOINC,Answer,LA51-8,S,skos:exactMatch,1,,,,
Yes,open-source,demographics_survey,radio,cl_maristat,1884,Answer,C51775,cl_maristat_C51775,Widowed,45883711,,Widowed,Meas Value,LOINC,Answer,LA49-2,S,skos:exactMatch,1,,,,
Yes,open-source,demographics_survey,radio,cl_maristat,1885,Answer,C53262,cl_maristat_C53262,Domestic Partner,21499180,,Domestic partner,Meas Value,LOINC,Answer,LA22700-1,S,skos:exactMatch,1,,,,
Yes,open-source,demographics_survey,radio,cl_maristat,1886,Answer,C51777,cl_maristat_C51777,Living separately but not divorced,45884459,,Separated,Meas Value,LOINC,Answer,LA4288-2,S,skos:exactMatch,1,,,,
Yes,open-source,demographics_survey,radio,cl_maristat,1887,Answer,888,cl_maristat_888,Other,45878142,,Other,Meas Value,LOINC,Answer,LA46-8,S,skos:exactMatch,1,,,,
Yes,open-source,demographics_survey,radio,cl_maristat,1888,Answer,777,cl_maristat_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,,1225,Question,dmlact,,What would you consider your typical activity level to be?,44808782,,Level of physical activity,Observation,SNOMED,Observable Entity,859981000000107,S,skos:closeMatch,1,,,,
Yes,open-source,diabetes_survey,radio,,1229,Question,dmlpor,,"When reflecting on your typical eating habits, which of the following best describes your approach to portion control?",764035,,Able to control portion size,Observation,SNOMED,Clinical Finding,449921000124105,S,skos:closeMatch,0.75,,,,
Yes,open-source,diabetes_survey,radio,,1230,Question,dmlfrveg,,"In a typical day, how many servings of fruits and vegetables do you consume?",4295005,,Number of portions of fruit and vegetables daily,Observation,SNOMED,Observable Entity,401070008,S,skos:closeMatch,0.75,,,,
Yes,open-source,diabetes_survey,radio,dmlvex,2145,Answer,0,dmlvex_0,Rarely or none,45883771,,Rarely or never,Meas Value,LOINC,Answer,LA15665-5,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlvex,2146,Answer,777,dmlvex_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlact,2150,Answer,777,dmlact_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlhex,2154,Answer,777,dmlhex_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlsugar,2158,Answer,777,dmlsugar_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlgrain,2162,Answer,777,dmlgrain_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlpor,2166,Answer,777,dmlpor_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfrveg,2169,Answer,0,dmlfrveg_0,Rarely or none,45883771,,Rarely or never,Meas Value,LOINC,Answer,LA15665-5,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfrveg,2170,Answer,777,dmlfrveg_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmledu,2173,Answer,0,dmledu_0,Rarely or none,45883771,,Rarely or never,Meas Value,LOINC,Answer,LA15665-5,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmledu,2174,Answer,777,dmledu_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfeet,2175,Answer,10,dmlfeet_10,Daily or weekly,45879676,,Daily or almost daily,Meas Value,LOINC,Answer,LA18934-2,S,skos:closeMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfeet,2176,Answer,5,dmlfeet_5,Monthly,45879060,,Monthly,Meas Value,LOINC,Answer,LA18876-5,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfeet,2177,Answer,0,dmlfeet_0,Rarely or none,45883771,,Rarely or never,Meas Value,LOINC,Answer,LA15665-5,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfeet,2178,Answer,777,dmlfeet_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlmd,2182,Answer,777,dmlmd_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,,1239,Question,diet1,,How many times a week did you eat fast food meals or snacks?,40771095,,How many times a week did you eat fast food or snacks or pizza in past 7 days [SAMHSA],Observation,LOINC,Survey,68510-7,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,,1240,Question,diet2,,How many servings of fruit did you eat each day?,21493059,,Fruit servings 24 hour Estimated,Observation,LOINC,Clinical Observation,80457-5,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,,1241,Question,diet3,,How many servings of vegetables did you eat each day?,21493061,,Vegetable servings 24 hour Estimated,Observation,LOINC,Clinical Observation,80459-1,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,,1242,Question,diet4,,How many regular sodas or glasses of sweet tea did you drink each day?,37311745,,Estimated oral intake of sugar sweetened drinks in 24 hours,Observation,SNOMED,Observable Entity,818990008,S,skos:closeMatch,0.75,,,,
Yes,open-source,dietary_survey,radio,diet1,2185,Answer,2,diet1_2,4 or more times,46238128,,4 or more times,Meas Value,LOINC,Answer,LA23713-3,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet1,2186,Answer,777,diet1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet2,2188,Answer,1,diet2_1,3 - 4,45882611,,3-4,Meas Value,LOINC,Answer,LA14353-9,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet2,2190,Answer,777,diet2_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet3,2192,Answer,1,diet3_1,3 - 4,45882611,,3-4,Meas Value,LOINC,Answer,LA14353-9,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet3,2194,Answer,777,diet3_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet4,2196,Answer,1,diet4_1,1 - 2,45884526,,1-2,Meas Value,LOINC,Answer,LA14352-1,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet4,2197,Answer,2,diet4_2,3 or more,45878438,,3 or more,Meas Value,LOINC,Answer,LA19812-9,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet4,2198,Answer,777,diet4_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet5,2199,Answer,0,diet5_0,3 or more times,45882029,,3 or more times,Meas Value,LOINC,Answer,LA14665-6,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet5,2200,Answer,1,diet5_1,1 - 2 times,46237352,,1-2 times,Meas Value,LOINC,Answer,LA23695-2,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet5,2202,Answer,777,diet5_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet6,2204,Answer,1,diet6_1,2 - 3 times,36308308,,2-3 times,Meas Value,LOINC,Answer,LA28443-2,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet6,2205,Answer,2,diet6_2,4 or more times,46238128,,4 or more times,Meas Value,LOINC,Answer,LA23713-3,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet6,2206,Answer,777,diet6_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet7,2208,Answer,1,diet7_1,2 - 3 times,36308308,,2-3 times,Meas Value,LOINC,Answer,LA28443-2,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet7,2209,Answer,2,diet7_2,4 or more times,46238128,,4 or more times,Meas Value,LOINC,Answer,LA23713-3,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet7,2210,Answer,777,diet7_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet8,2211,Answer,0,diet8_0,Very little,45877927,,Very little,Meas Value,LOINC,Answer,LA13947-9,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet8,2212,Answer,1,diet8_1,Some,45876729,,Some,Meas Value,LOINC,Answer,LA14973-4,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet8,2213,Answer,2,diet8_2,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet8,2214,Answer,777,diet8_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet9,2216,Answer,1,diet9_1,1 - 2,45884526,,1-2,Meas Value,LOINC,Answer,LA14352-1,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet9,2217,Answer,2,diet9_2,3 or more,45878438,,3 or more,Meas Value,LOINC,Answer,LA19812-9,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet9,2218,Answer,777,diet9_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,protected,disposition,text,,1733,Question,exportzip,,Zip Code for Export,3043579,,Postal code [Location],Observation,LOINC,Clinical Observation,ValidityValid,S,skos:closeMatch,1,,,,
Yes,open-source,disposition,radio,eos_dsdecod,3347,Answer,2,eos_dsdecod_2,Lost to Follow-up,4163894,,Lost to follow-up,Observation,SNOMED,Clinical Finding,399307001,S,skos:exactMatch,1,,,,
Yes,open-source,disposition,radio,eos_dsdecod,3350,Answer,5,eos_dsdecod_5,Investigator deemed not appropriate for study,40480675,,Does not meet eligibility criteria for clinical trial,Observation,SNOMED,Clinical Finding,444734003,S,skos:closeMatch,0.75,,,,
Yes,open-source,disposition,radio,eos_dsdecod,3352,Answer,7,eos_dsdecod_7,Death,45881348,,Death,Meas Value,LOINC,Answer,LA7424-0,S,skos:exactMatch,1,,,,
Yes,open-source,disposition,radio,eos_dsdecod,3353,Answer,8,eos_dsdecod_8,Adverse Event,45884383,,Adverse event,Meas Value,LOINC,Answer,LA7266-5,S,skos:exactMatch,1,,,,
Yes,open-source,disposition,radio,eos_dsdecod,3355,Answer,888,eos_dsdecod_888,Other {eos_dsterm},45878142,,Other,Meas Value,LOINC,Answer,LA46-8,S,skos:exactMatch,1,,,,
Yes,open-source,disposition,checkbox,eos_dsdecodie,3357,Answer,2,eos_dsdecodie_2,Individual is pregnant,45884583,,Currently pregnant,Meas Value,LOINC,Answer,LA14670-6,S,skos:closeMatch,1,,,,
Yes,open-source,disposition,checkbox,eos_dsdecodie,3360,Answer,888,eos_dsdecodie_888,Other,45878142,,Other,Meas Value,LOINC,Answer,LA46-8,S,skos:exactMatch,1,,,,
Yes,open-source,disposition,radio,eos_dsvst,3361,Answer,0,eos_dsvst_0,Signed Consent,3018196,,Informed consent obtained,Observation,LOINC,Clinical Observation,19826-7,S,skos:closeMatch,1,,,,
Yes,open-source,disposition,radio,eos_dsvst,3362,Answer,1,eos_dsvst_1,Pre-Visit,35626257,,Before appointment,Meas Value,SNOMED,Qualifier Value,769562006,S,skos:closeMatch,0.75,,,,
Yes,open-source,driving_record,radio,dri2,2942,Answer,99,dri2_99,Don't know,45876636,,Don't know,Meas Value,LOINC,Answer,LA12688-0,S,skos:exactMatch,1,,,,
Yes,open-source,driving_record,radio,dri3,2943,Answer,1,dri3_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,driving_record,radio,dri3,2944,Answer,0,dri3_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,,1159,Question,mhoccur_fall,,Have you fallen in the last 12 months? (a fall is defined as an event which results in a person coming to rest inadvertently on the ground or floor or other lower level),40757198,,Falls in the past year,Observation,LOINC,Survey,52552-7,S,skos:closeMatch,1,,,,
Yes,open-source,health_survey,text,,1160,Question,mhoccur_fallot,,"If so, how many times in the last 12 months?",4310026,,Number of falls in last year,Observation,SNOMED,Observable Entity,391002003,S,skos:closeMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_hbp,1909,Answer,1,mhoccur_hbp_1,Yes,316866,,Hypertensive disorder,Condition,SNOMED,Disorder,38341003,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ra,1934,Answer,1,mhoccur_ra_1,Yes,4291025,,Arthritis,Condition,SNOMED,Disorder,3723001,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_oa,1937,Answer,1,mhoccur_oa_1,Yes,80502,,Osteoporosis,Condition,SNOMED,Disorder,64859006,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_plm,1943,Answer,1,mhoccur_plm_1,Yes,4186898,,Chronic lung disease,Condition,SNOMED,Disorder,413839001,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhcat_adot,1922,Answer,888,mhcat_adot_888,Other,45878142,,Other,Meas Value,LOINC,Answer,LA46-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhcat_adot,1923,Answer,999,mhcat_adot_999,Unsure from the options listed,45882025,,Unsure,Meas Value,LOINC,Answer,LA14072-5,S,skos:exactMatch,1,,,,
