Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,qualifier_concept_id,qualifier_source_value,NOTES
Yes,open-source,health_survey,radio,mhoccur_circ,1903,1,mhoccur_circ_1,Yes,2005200015,2005200015,"Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,fh_dm2pt,1961,1,fh_dm2pt_1,Yes,4334340,,Family history of diabetes mellitus type 2,Observation,SNOMED,Context-dependent,S,430679000,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,fh_dm2sb,1967,1,fh_dm2sb_1,Yes,4334340,,Family history of diabetes mellitus type 2,Observation,SNOMED,Context-dependent,S,430679000,skos:exactMatch,1,,,,
Yes,open-source,retinal_imaging_v2,text,rt_dat,,rt_dat,,Assessment Date,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Assessment Date,2005200626,Assessment,Performed on value_as_concept_id = 1035260 | LA30233-3
Yes,open-source,substance_use_survey,dropdown,suvptoage,2060,98,suvptoage_98,More than 20 years,2005200211,2005200211,More than 20 years,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,OMOP5181836
Yes,open-source,substance_use_survey,dropdown,sumrjceddur,2075,98,sumrjceddur_98,More than 50 years,2005200212,2005200212,More than 50 years,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,102524005
Yes,open-source,diabetes_survey,radio,dmlvex,2144,5,dmlvex_5,Less than 30 minutes daily less than 3 days a week,2005200313,2005200313,Less than 30 minutes daily less than 3 days a week,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,27789000
Yes,open-source,dietary_survey,radio,diet7,2207,0,diet7_0,1 time or less,2005200243,2005200243,1 time or less,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,LA13829-9
Yes,open-source,ophthalmic_survey,radio,via5,2245,4,via5_4,Could not get an appointment,2005200248,2005200248,Could not get an appointment,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,98867-5
Yes,open-source,px_sdoh_combined_survey,radio,pxahc4,2389,0,pxahc4_0,There is NO place,2005200256,2005200256,There is NO place,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,394777002
Yes,open-source,px_sdoh_combined_survey,radio,pxahc4,2390,2,pxahc4_2,There is MORE THAN ONE place,2005200257,2005200257,There is MORE THAN ONE place,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,394777002
Yes,open-source,px_sdoh_combined_survey,radio,pxahc5,2398,6,pxahc5_6,Does not go to one place most often,2005200261,2005200261,Does not go to one place most often,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,394777002
Yes,open-source,px_neighborhood_environment_survey,radio,pxne8,2549,88,pxne8_88,There are no streets or roads in my neighborhood,2005200269,2005200269,There are no streets or roads in my neighborhood,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,129685008
Yes,open-source,px_neighborhood_environment_survey,radio,pxne12,2572,88,pxne12_88,There are no streets or roads in my neighborhood,2005200269,2005200269,There are no streets or roads in my neighborhood,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,129685008
Yes,open-source,driving_record,radio,dri2,2937,1,dri2_1,5000 miles or less,2005200271,2005200271,5000 miles or less,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,310859004
Yes,open-source,driving_record,radio,dri2,2938,2,dri2_2,"5001 to 10,000 miles",2005200272,2005200272,"5001 to 10,000 miles",Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,310859004
Yes,open-source,driving_record,radio,dri2,2939,3,dri2_3,"10,001 to 15.000 miles",2005200273,2005200273,"10,001 to 15.000 miles",Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,310859004
Yes,open-source,driving_record,radio,dri2,2940,4,dri2_4,"15,001 to 20,000 miles",2005200274,2005200274,"15,001 to 20,000 miles",Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,310859004
Yes,open-source,driving_record,radio,dri2,2941,5,dri2_5,"More than 20,000 miles",2005200275,2005200275,"More than 20,000 miles",Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,,,310859004
Yes,protected,screening_survey,yes,rp_childpot,,rp_childpot_yes,rp_childpot_yes,Yes,45884583,,Currently pregnant,Meas Value,LOINC,Answer,S,LA14670-6,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yes,mhterm_dm1,,1,mhterm_dm1_1,Yes,45883360,,Diabetes Type 1,Meas Value,LOINC,Answer,S,LA10551-2,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yes,mhterm_dm2,,1,mhterm_dm2_1,yes,201826,,Type 2 diabetes mellitus,Condition,SNOMED,Disorder,S,44054006,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,no,mhterm_dm2,,0,mhterm_dm2_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,mhterm_predm,,1,mhterm_predm_1,Yes,37018196,,Prediabetes,Condition,SNOMED,Clinical Finding,S,,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,radio,cmtrt_a1c,1790,1,cmtrt_a1c_1,Yes,4016042,,Diabetic on oral treatment,Observation,SNOMED,Clinical Finding,S,170746002,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,cmtrt_insln,,1,cmtrt_insln_1,Yes,440922,,Diabetic on insulin,Observation,SNOMED,Clinical Finding,S,170747006,skos:closeMatch,0.75,,,,
Yes,open-source,screening_survey,yesno,cmtrt_glcs,,1,cmtrt_glcs_1,Yes,36714369,,Diabetic on non-insulin injectable medication,Observation,SNOMED,Clinical Finding,S,719566006,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,cmtrt_lfst,,1,cmtrt_lfst_1,Yes,607008,,Able to modify behavior and lifestyle to support health improvement,Observation,SNOMED,Clinical Finding,S,1148971005,skos:exactMatch,1,,,,
Yes,open-source,retinal_imaging_v2,yesno,rtop_odd,,1,rtop_odd_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtop_odd,,0,rtop_odd_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtop_odm,,1,rtop_odm_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtop_odm,,0,rtop_odm_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtei_odir,,1,rtei_odir_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtei_odir,,0,rtei_odir_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtei_odfaf,,1,rtei_odfaf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtei_odfaf,,0,rtei_odfaf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_odc,,1,rtsm_odc_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_odc,,0,rtsm_odc_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_odn,,1,rtsm_odn_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_odn,,0,rtsm_odn_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_odt,,1,rtsm_odt_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_odt,,0,rtsm_odt_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_odm,,1,rtsm_odm_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_odm,,0,rtsm_odm_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_odo,,1,rtso_odo_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_odo,,0,rtso_odo_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_odp,,1,rtso_odp_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_odp,,0,rtso_odp_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_odm,,1,rtso_odm_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_odm,,0,rtso_odm_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_odm1,,1,rtci_odm1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_odm1,,0,rtci_odm1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_odd1,,1,rtci_odd1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_odd1,,0,rtci_odd1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_odm2,,1,rtci_odm2_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_odm2,,0,rtci_odm2_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_odd2,,1,rtci_odd2_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_odd2,,0,rtci_odd2_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_odw,,1,rtma_odw_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_odw,,0,rtma_odw_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_odm,,1,rtma_odm_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_odm,,0,rtma_odm_2,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_odm1,,1,rtma_odm1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_odm1,,0,rtma_odm1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_odr,,1,rttr_odr_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_odr,,0,rttr_odr_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_odm1,,1,rttr_odm1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_odm1,,0,rttr_odm1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_odm2,,1,rttr_odm2_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_odm2,,0,rttr_odm2_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtfl_od,,1,rtfl_od_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtfl_od,,0,rtfl_od_2,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,right eye|45876703,45876703,Right eye,
Yes,open-source,retinal_imaging_v2,yesno,rtop_osd,,1,rtop_osd_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtop_osd,,0,rtop_osd_2,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtop_osm,,1,rtop_osm_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtop_osm,,0,rtop_osm_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtei_osir,,1,rtei_osir_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtei_osir,,0,rtei_osir_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtei_osfaf,,1,rtei_osfaf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtei_osfaf,,0,rtei_osfaf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_osc,,1,rtsm_osc_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_osc,,0,rtsm_osc_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_osn,,1,rtsm_osn_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_osn,,0,rtsm_osn_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_ost,,1,rtsm_ost_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_ost,,0,rtsm_ost_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_osm,,1,rtsm_osm_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtsm_osm,,0,rtsm_osm_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_oso,,1,rtso_oso_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_oso,,0,rtso_oso_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_osp,,1,rtso_osp_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_osp,,0,rtso_osp_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_osm,,1,rtso_osm_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtso_osm,,0,rtso_osm_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_osm1,,1,rtci_osm1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_osm1,,0,rtci_osm1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_osd1,,1,rtci_osd1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_osd1,,0,rtci_osd1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_osm2,,1,rtci_osm2_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_osm2,,0,rtci_osm2_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_osd2,,1,rtci_osd2_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtci_osd2,,0,rtci_osd2_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_osw,,1,rtma_osw_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_osw,,0,rtma_osw_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_osm,,1,rtma_osm_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_osm,,0,rtma_osm_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_osm1,,1,rtma_osm1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rtma_osm1,,0,rtma_osm1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_osr,,1,rttr_osr_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_osr,,0,rttr_osr_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_osm1,,1,rttr_osm1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_osm1,,0,rttr_osm1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_osm2,,1,rttr_osm2_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
Yes,open-source,retinal_imaging_v2,yesno,rttr_osm2,,0,rttr_osm2_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,left eye|45883829,45883829,Left eye,
