concept_id,concept_name,domain_id,vocabulary_id,subvocabulary_id,concept_code,PREDICATE_ID,CONFIDENCE,predicate_label,provenance,,Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,CONFIDENCE,MODIFIER,NOTES,Dev Version,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID,MOCA_File_Fieldname,MOCA File Fieldname_Naming_Unit,MOCA_Example_Data,MOCA_Data_Type,MOCA_Value_Range,MOCA_Data_Description,Equivalent_NDA_MOCA_element_name (at https://nda.nih.gov/data_structure.html?short_name=moca01)
,Date & time Fundus -  Optomed performed,Observation,AIREADI,procedures,90118-1,skos:closeMatch,0.5,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,634,procedures,text,,1633,rtfnocmpdattim,,Date & time Fundus -  Optomed performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time Fundus -  Optomed performed,#REF!,,,,,,,,,,,
,,Procedure,AIREADI,procedures,20067007,skos:broadMatch,0.75,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,635,procedures,checkbox,,1634,rtfnocmpyn,,,4063911,,Ocular fundus photography,Procedure,SNOMED,Procedure,S,20067007,0.75,,,10/2,,"999, Fundus -  Optomed not done",,No,,,,AIREADI,procedures,,Observation,,#REF!,,,,,,,,,,,
,"If not performed, please explain why:",Observation,AIREADI,procedures,178291000000101,skos:relatedMatch,0.5,,,,Deleted,4/2/2024,Yes,Yes,protected,Yes,636,procedures,notes,,1635,rtfnoreasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,AIREADI,procedures,,Observation,"If not performed, please explain why:",#REF!,,,,,,,,,,,
,Date & time OCT & OCTA - Spectralis HRA OCT performed,Observation,AIREADI,procedures,90118-1,skos:closeMatch,0.5,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,638,procedures,text,,1637,rthracmpdattim,,Date & time OCT & OCTA - Spectralis HRA OCT performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time OCT & OCTA - Spectralis HRA OCT performed,#REF!,,,,,,,,,,,
,,Procedure,AIREADI,procedures,392010000,skos:broadMatch,0.75,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,639,procedures,checkbox,,1638,rthracmpyn,,,4213040,,Optical coherence tomography,Procedure,SNOMED,Procedure,S,392010000,0.75,,,10/2,,"999, OCT & OCTA - Spectralis HRA OCT not done",,No,,,,AIREADI,procedures,,Observation,,#REF!,,,,,,,,,,,
,"If not performed, please explain why:",Observation,AIREADI,procedures,178291000000101,skos:relatedMatch,0.5,,,,Deleted,4/2/2024,Yes,Yes,protected,Yes,640,procedures,notes,,1639,rthrareasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,AIREADI,procedures,,Observation,"If not performed, please explain why:",#REF!,,,,,,,,,,,
,Date & time OCT - Triton OCT performed,Observation,AIREADI,procedures,90118-1,skos:closeMatch,0.5,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,642,procedures,text,,1641,rtoctcmpdattim,,Date & time OCT - Triton OCT performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time OCT - Triton OCT performed,#REF!,,,,,,,,,,,
,,Procedure,AIREADI,procedures,392010000,skos:broadMatch,0.75,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,643,procedures,checkbox,,1642,rtoctcmpyn,,,4213040,,Optical coherence tomography,Procedure,SNOMED,Procedure,S,392010000,0.75,,,10/2,,"999, OCT - Triton OCT not done",,No,,,,AIREADI,procedures,,Observation,,#REF!,,,,,,,,,,,
,"If not performed, please explain why:",Observation,AIREADI,procedures,178291000000101,skos:relatedMatch,0.5,,,,Deleted,4/2/2024,Yes,Yes,protected,Yes,644,procedures,notes,,1643,rtoctreasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,AIREADI,procedures,,Observation,"If not performed, please explain why:",#REF!,,,,,,,,,,,
,Date & time OCT & OCTA - Maestro2 performed,Observation,AIREADI,procedures,90118-1,skos:closeMatch,0.5,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,646,procedures,text,,1645,rtm2cmpdattim,,Date & time OCT & OCTA - Maestro2 performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,,No,,,,AIREADI,procedures,,Observation,Date & time OCT & OCTA - Maestro2 performed,#REF!,,,,,,,,,,,
,,Procedure,AIREADI,procedures,392010000,skos:broadMatch,0.75,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,647,procedures,checkbox,,1646,rtm2cmpyn,,,4213040,,Optical coherence tomography,Procedure,SNOMED,Procedure,S,392010000,0.75,,,10/2,,"999, OCT & OCTA - Maestro2 not done",,No,,,,AIREADI,procedures,,Observation,,#REF!,,,,,,,,,,,
,"If not performed, please explain why:",Observation,AIREADI,procedures,178291000000101,skos:relatedMatch,0.5,,,,Deleted,4/2/2024,Yes,Yes,protected,Yes,648,procedures,notes,,1647,rtm2reasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,AIREADI,procedures,,Observation,"If not performed, please explain why:",#REF!,,,,,,,,,,,
,Date & time FLIO performed,Observation,AIREADI,procedures,90118-1,skos:closeMatch,0.5,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,650,procedures,text,,1649,rtfliocmpdattim,,Date & time FLIO performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time FLIO performed,#REF!,,,,,,,,,,,
,,Procedure,AIREADI,procedures,827055000,skos:broadMatch,0.75,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,651,procedures,checkbox,,1650,rtfliocmpyn,,,37311158,,Fluorescence imaging of eye,Procedure,SNOMED,Procedure,S,827055000,0.75,,,10/2,,"999, FLIO not done",,No,,,,AIREADI,procedures,,Observation,,#REF!,,,,,,,,,,,
,"If not performed, please explain why:",Observation,AIREADI,procedures,178291000000101,skos:relatedMatch,0.5,,,,Deleted,4/2/2024,Yes,Yes,protected,Yes,652,procedures,notes,,1651,rtflioreasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,AIREADI,procedures,,Observation,"If not performed, please explain why:",#REF!,,,,,,,,,,,
,Date & time Angioplex - Cirrus 5000 performed,Observation,AIREADI,procedures,90118-1,skos:closeMatch,0.5,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,654,procedures,text,,1653,rtaccmpdattim,,Date & time Angioplex - Cirrus 5000 performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time Angioplex - Cirrus 5000 performed,#REF!,,,,,,,,,,,
,,Procedure,AIREADI,procedures,392010000,skos:broadMatch,0.75,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,655,procedures,checkbox,,1654,rtaccmpyn,,,4213040,,Optical coherence tomography,Procedure,SNOMED,Procedure,S,392010000,0.75,,,10/2,,"999, Angioplex - Cirrus 5000 not done",,No,,,,AIREADI,procedures,,Observation,,#REF!,,,,,,,,,,,
,"If not performed, please explain why:",Observation,AIREADI,procedures,178291000000101,skos:relatedMatch,0.5,,,,Deleted,4/2/2024,Yes,Yes,protected,Yes,656,procedures,notes,,1655,rtacreasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,AIREADI,procedures,,Observation,"If not performed, please explain why:",#REF!,,,,,,,,,,,
,Date & time Cardiology - EKG - Pagewriter TC30 Cardiograp performed,Observation,AIREADI,procedures,90118-1,skos:closeMatch,0.5,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,658,procedures,text,,1657,rtekgcmpdattim,,Date & time Cardiology - EKG - Pagewriter TC30 Cardiograp performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time Cardiology - EKG - Pagewriter TC30 Cardiograp performed,#REF!,,,,,,,,,,,
,,Procedure,AIREADI,procedures,93000,skos:broadMatch,0.75,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,659,procedures,checkbox,,1658,rtekgcmpyn,,,2313814,,"Electrocardiogram, routine ECG with at least 12 leads; with interpretation and report",Procedure,CPT4,CPT4,S,93000,0.75,,,10/2,,"999, Cardiology - EKG - Pagewriter TC30 Cardiograp not done",,No,,,,AIREADI,procedures,,Observation,,#REF!,,,,,,,,,,,
,"If not performed, please explain why:",Observation,AIREADI,procedures,178291000000101,skos:relatedMatch,0.5,,,,Deleted,4/2/2024,Yes,Yes,protected,Yes,660,procedures,notes,,1659,rtekgreasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,AIREADI,procedures,,Observation,"If not performed, please explain why:",#REF!,,,,,,,,,,,
,Date & time clinical labs performed,Observation,AIREADI,lab_results,90118-1,skos:closeMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,662,lab_results,text,,1661,lbdattim1,,Date & time clinical labs performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,lab_results,,Observation,Date & time clinical labs performed,#REF!,,,,,,,,,,,
,,Observation,AIREADI,lab_results,165331007,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,663,lab_results,checkbox,,1662,lbperfyn1,,,4013827,,Laboratory procedure performed,Observation,SNOMED,Context-dependent,s,165331007,0.25,,,10/2,,"999, Clinical labs not done",,No,,,,AIREADI,lab_results,,Observation,,#REF!,,,,,,,,,,,
,"If not performed, please explain why:",Observation,AIREADI,lab_results,178291000000101,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,protected,Yes,665,lab_results,notes,,1664,lbreasn1,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,AIREADI,lab_results,,Observation,"If not performed, please explain why:",#REF!,,,,,,,,,,,
,White Blood Cells (WBC) - x10E3/µL,Measurement,AIREADI,lab_results,767002,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,666,lab_results,text,,1665,lbscat_wbc,,White Blood Cells (WBC) - x10E3/µL,4298431,,White blood cell count,Measurement,SNOMED,Procedure,s,767002,0.75,,,10/2,,,,No,,,,AIREADI,lab_results,,Observation,White Blood Cells (WBC) - x10E3/µL,#REF!,,,,,,,,,,,
,Red Blood Cells (RBC) - x10E6/µL,Measurement,AIREADI,lab_results,14089001,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,667,lab_results,text,,1666,lbscat_rbc,,Red Blood Cells (RBC) - x10E6/µL,4030871,,Red blood cell count,Measurement,SNOMED,Procedure,s,14089001,0.75,,,10/2,,,,No,,,,AIREADI,lab_results,,Observation,Red Blood Cells (RBC) - x10E6/µL,#REF!,,,,,,,,,,,
,Hemoglobin - g/dL,Measurement,AIREADI,lab_results,718-7,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,668,lab_results,text,,1667,lbscat_a1c,,Hemoglobin - g/dL,3000963,,Hemoglobin [Mass/volume] in Blood,Measurement,LOINC,Lab Test,s,718-7,0.5,,,10/2,,,,No,,,,AIREADI,lab_results,,Observation,Hemoglobin - g/dL,#REF!,,,,,,,,,,,
,One 3ml EDTA tube collected,Procedure,AIREADI,specimen_management,82078001,skos:relatedMatch,0.75,,,,Added,4/2/2024,Yes,Yes,locked,Yes,679a,specimen_management,yesno,,,lbproc_bl1,,One 3ml EDTA tube collected,4218408,,Collection of blood specimen for laboratory,Procedure,SNOMED,Procedure,S,82078001,0.75,,Potentially don't map,10/2,,,,No,,,,AIREADI,specimen_management,,Observation,One 3ml EDTA tube collected,#REF!,,,,,,,,,,,
,Two 6ml EDTA tubes collected,Procedure,AIREADI,specimen_management,82078001,skos:relatedMatch,0.75,,,,Added,4/2/2024,Yes,Yes,locked,Yes,679c,specimen_management,yesno,,,lbproc_bl2,,Two 6ml EDTA tubes collected,4218408,,Collection of blood specimen for laboratory,Procedure,SNOMED,Procedure,S,82078001,0.75,,,10/2,,,,No,,,,AIREADI,specimen_management,,Observation,Two 6ml EDTA tubes collected,#REF!,,,,,,,,,,,
,Two 5.0 ml Serum SST/Gold Top tubes collected,Procedure,AIREADI,specimen_management,82078001,skos:relatedMatch,0.75,,,,Added,4/2/2024,Yes,Yes,locked,Yes,679e,specimen_management,yesno,,,lbproc_bl3,,Two 5.0 ml Serum SST/Gold Top tubes collected,4218408,,Collection of blood specimen for laboratory,Procedure,SNOMED,Procedure,S,82078001,0.75,,,10/2,,,,No,,,,AIREADI,specimen_management,,Observation,Two 5.0 ml Serum SST/Gold Top tubes collected,#REF!,,,,,,,,,,,
,One PAXgene RNA tube collected,Procedure,AIREADI,specimen_management,82078001,skos:relatedMatch,0.75,,,,Added,4/2/2024,Yes,Yes,locked,Yes,679g,specimen_management,yesno,,,lbproc_bl4,,One PAXgene RNA tube collected,4218408,,Collection of blood specimen for laboratory,Procedure,SNOMED,Procedure,S,82078001,0.75,,,10/2,,,,No,,,,AIREADI,specimen_management,,Observation,One PAXgene RNA tube collected,#REF!,,,,,,,,,,,
,Two CPT tubes collected,Procedure,AIREADI,specimen_management,82078001,skos:relatedMatch,0.75,,,,Added,4/2/2024,Yes,Yes,locked,Yes,679i,specimen_management,yesno,,,lbproc_bl5,,Two CPT tubes collected,4218408,,Collection of blood specimen for laboratory,Procedure,SNOMED,Procedure,S,82078001,0.75,,,10/2,,,,No,,,,AIREADI,specimen_management,,Observation,Two CPT tubes collected,#REF!,,,,,,,,,,,
,Date results were uploaded,Observation,AIREADI,specimen_management,410671006,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,695,specimen_management,text,,1694,lbuplddat,,Date results were uploaded,4256607,,Date,Observation,SNOMED,Observation,s,410671006,0.5,,,10/2,,,,No,,,,AIREADI,specimen_management,,Observation,Date results were uploaded,#REF!,,,,,,,,,,,
,Date of batch shipment of biorepository samples to UAB:,Observation,AIREADI,specimen_management,97208-3,skos:narrowMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,702,specimen_management,text,,1701,lbshp3dat,,Date of batch shipment of biorepository samples to UAB:,1616668,,Shipping Date,Observation,LOINC,Clinical Observation,S,97208-3,0.5,,,10/2,,,,No,,,,AIREADI,specimen_management,,Observation,Date of batch shipment of biorepository samples to UAB:,#REF!,,,,,,,,,,,
,Date device received back from participant,Observation,AIREADI,device_return,410671006,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,709,device_return,text,,1708,dvamwendat,,Date device received back from participant,4256607,,Date,Observation,SNOMED,Observation,s,410671006,0.5,,,10/2,,,,No,,,,AIREADI,device_return,,Observation,Date device received back from participant,#REF!,,,,,,,,,,,
,Date device received back from participant,Observation,AIREADI,device_return,410671006,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,714,device_return,text,,1713,dvcgmendat,,Date device received back from participant,4256607,,Date,Observation,SNOMED,Observation,s,410671006,0.5,,,10/2,,,,No,,,,AIREADI,device_return,,Observation,Date device received back from participant,#REF!,,,,,,,,,,,
,Data downloaded from transmitter?   Data downloaded/retrieved from device?,Meas Value,AIREADI,device_return,82611-5,skos:broadMatch,0.5,,,,Changed,4/2/2024,Yes,Yes,locked,Yes,716,device_return,yesno,,1715,dvcgmdwnd,,Data downloaded from transmitter?   Data downloaded/retrieved from device?,42528781,,Wearable device external physiologic monitoring panel,Meas Value,LOINC,Clinical Observation,S,82611-5,0.5,,,10/2,,,,No,,,,AIREADI,device_return,,Observation,Data downloaded from transmitter?   Data downloaded/retrieved from device?,#REF!,,,,,,,,,,,
,Date device received back from participant,Observation,AIREADI,device_return,410671006,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,718,device_return,text,,1717,dvenvendat,,Date device received back from participant,4256607,,Date,Observation,SNOMED,Observation,s,410671006,0.5,,,10/2,,,,No,,,,AIREADI,device_return,,Observation,Date device received back from participant,#REF!,,,,,,,,,,,
,Data downloaded from device?,Meas Value,AIREADI,device_return,82611-5,skos:broadMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,721,device_return,yesno,,1720,dvenvdwnd,,Data downloaded from device?,42528781,,Wearable device external physiologic monitoring panel,Meas Value,LOINC,Clinical Observation,S,82611-5,0.5,,,10/2,,,,No,,,,AIREADI,device_return,,Observation,Data downloaded from device?,#REF!,,,,,,,,,,,
,"Was there any Unanticipated Problems, Protocol Deviations or Adverse Event's that occurred or were associated with this participant?",Observation,AIREADI,disposition,370894009,skos:narrowMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,722,disposition,yesno,,1721,uppdae,,"Was there any Unanticipated Problems, Protocol Deviations or Adverse Event's that occurred or were associated with this participant?",4158959,,Serious reportable event,Observation,SNOMED,Event,S,370894009,0.5,,,10/2,,,,No,,,,AIREADI,disposition,,Observation,"Was there any Unanticipated Problems, Protocol Deviations or Adverse Event's that occurred or were associated with this participant?",#REF!,,,,,,,,,,,
,Did the subject complete the study?,Condition,AIREADI,disposition,443729008,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,725,disposition,yesno,,1724,eos_ds,,Did the subject complete the study?,40482840,,Completion of clinical trial,Condition,SNOMED,Clinical Finding,S,443729008,0.5,,,10/2,,,,No,,,,AIREADI,disposition,,Observation,Did the subject complete the study?,#REF!,,,,,,,,,,,
,What was the study discontinuation or completion date?,Observation,AIREADI,disposition,871441000000107,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,731,disposition,text,,1730,eos_dsstdat,,What was the study discontinuation or completion date?,44810922,,Participation in research study completed,Observation,SNOMED,Observation,s,871441000000107,0.5,,,10/2,,,,No,,,,AIREADI,disposition,,Observation,What was the study discontinuation or completion date?,#REF!,,,,,,,,,,,
,"Unit (Record the dose unit of the dose of concomitant medication/treatment/therapy taken (e.g., mg.)).",,AIREADI,current_medications,,,,,,,Original,6/23/2023,Yes,Yes,protected,Yes,,current_medications,dropdown,,1474,cmdosu,,"Unit (Record the dose unit of the dose of concomitant medication/treatment/therapy taken (e.g., mg.)).",,,,,,,,,,,,10/2,,"1, Percent Volume per Volume | 2, Capsule | 3, Gram | 4, Inhalation | 5, International Dosing Unit | 6, Liter per Hour | 7, Liter per Minute | 8, Milligram | 9, Milligram per Kilogram | 10, Milliliter | 11, Milliliter per Hour | 12, Milliliter per Kilogram | 13, Puff | 14, Spray | 15, Tablet | 16, Microgram | 17, Microgram per Kilogram | 18, Other",,No,,,,AIREADI,current_medications,,Observation,"Unit (Record the dose unit of the dose of concomitant medication/treatment/therapy taken (e.g., mg.)).",#REF!,,,,,,,,,,,
,41-50 (up to 2.5 packs) ,Meas Value,AIREADI,substance_use_survey,LA15915-4,skos:relatedMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,susmkdosfr,2011,41,susmkdosfr_41,41-50 (up to 2.5 packs) ,45884478,,31 or more (3 points),Meas Value,LOINC,Answer,S,LA15915-4,1,,,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,41-50 (up to 2.5 packs) ,#REF!,,,,,,,,,,,
,More than 50 (3 or more packs),Meas Value,AIREADI,substance_use_survey,LA15915-4,skos:relatedMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,susmkdosfr,2012,51,susmkdosfr_51,More than 50 (3 or more packs),45884478,,31 or more (3 points),Meas Value,LOINC,Answer,S,LA15915-4,1,,,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,More than 50 (3 or more packs),#REF!,,,,,,,,,,,
,22 to 28,Meas Value,AIREADI,substance_use_survey,LA14679-7,skos:relatedMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,subrdosfr,2025,22,subrdosfr_22,22 to 28,45876700,,14 drinks or more a week,Meas Value,LOINC,Answer,S,LA14679-7,1,,,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,22 to 28,#REF!,,,,,,,,,,,
,29 to 35,Meas Value,AIREADI,substance_use_survey,LA14679-7,skos:relatedMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,subrdosfr,2026,29,subrdosfr_29,29 to 35,45876700,,14 drinks or more a week,Meas Value,LOINC,Answer,S,LA14679-7,1,,,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,29 to 35,#REF!,,,,,,,,,,,
,36 or more,Meas Value,AIREADI,substance_use_survey,LA14679-7,skos:relatedMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,subrdosfr,2027,36,subrdosfr_36,36 or more,45876700,,14 drinks or more a week,Meas Value,LOINC,Answer,S,LA14679-7,1,,,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,36 or more,#REF!,,,,,,,,,,,
